symbol,name,reported_date,reported_period,eps_estimate,revenue,market_cap,dividend,earning,basic_eps,net_income,fy_revenue,shares,beta,employees,change,emp_revenue,emp_income,sector,industry,ceo,website,headquater,founded,figi
NWS,News Corporation,—,,—,—,‪16.57 B‬ USD,0.63%,37.28,0.86 USD,‪266.00 M‬ USD,‪10.09 B‬ USD,‪101.66 M‬,0.83,‪23.9 K‬,‪−1.1 K‬ −4.40%,‪421.97 K‬ USD,‪11.13 K‬ USD,Consumer Services,Publishing: Newspapers,Robert James Thomson,newscorp.com,New York,1979,BBG0035M2ZB7
NWTG,"Newton Golf Company, Inc.",—,,—,—,‪7.45 M‬ USD,—,—,−51.01 USD,‪−11.75 M‬ USD,‪3.44 M‬ USD,‪4.34 M‬,0.67,28,,‪123.04 K‬ USD,‪−419.71 K‬ USD,Consumer Durables,Recreational Products,Gregor Campbell,sacksparente.com,Camarillo,2018,BBG0193GDMX1
NWTN,NWTN Inc.,‪467.52 M‬ USD,,—,—,298,+195 +189.32%,‪125.28 K‬ USD,‪−890.25 K‬ USD,,,,,Industry,,,,,,"Q4 '23
Q1 '24
Q2 '24
Q3 '24
Q4 '24",,,,
NX,Quanex Building Products Corporation,—,,0.47 USD,—,‪958.30 M‬ USD,1.70%,30.44,0.63 USD,‪33.06 M‬ USD,‪1.28 B‬ USD,‪45.51 M‬,0.71,‪7.07 K‬,,‪180.80 K‬ USD,‪4.68 K‬ USD,Producer Manufacturing,Building Products,George L. Wilson,quanex.com,Houston,1927,BBG000TXVLZ6
NXGL,"NexGel, Inc",—,,—,—,‪24.37 M‬ USD,—,—,−0.46 USD,‪−3.28 M‬ USD,‪8.69 M‬ USD,‪6.15 M‬,0.62,19,,‪457.26 K‬ USD,‪−172.68 K‬ USD,Process Industries,Chemicals: Specialty,Adam D. Levy,nexgel.com,Langhorne,2009,BBG00SK5G0B4
NXL,"Nexalin Technology, Inc.",—,,—,—,‪22.16 M‬ USD,—,—,−0.76 USD,‪−7.61 M‬ USD,‪168.72 K‬ USD,‪13.90 M‬,0.11,6,,‪28.12 K‬ USD,‪−1.27 M‬ USD,Health Technology,Medical Specialties,Mark White,nexalin.com,Houston,2010,BBG014CRDGH9
NXPI,NXP Semiconductors N.V.,—,,—,—,‪53.83 B‬ USD,1.90%,22.62,9.27 USD,‪2.51 B‬ USD,‪12.61 B‬ USD,‪252.25 M‬,1.43,‪33.1 K‬,‪−1.1 K‬ −3.22%,‪381.09 K‬ USD,‪75.83 K‬ USD,Electronic Technology,Semiconductors,Kurt Sievers,nxp.com,Eindhoven,2006,NL0009538784
NXPL,NextPlat Corp,"≈
August 18",Q2 2025,—,—,‪18.17 M‬ USD,—,—,−0.6722 USD,‪−14.03 M‬ USD,‪65.48 M‬ USD,‪13.98 M‬,−1.33,180,,‪363.79 K‬ USD,‪−77.92 K‬ USD,Non-Energy Minerals,Precious Metals,David Phipps,nextplat.com,Coconut Grove,1997,BBG000FMLKJ6
NXST,"Nexstar Media Group, Inc.",August 7,Q2 2025,2.82 USD,‪1.21 B‬ USD,‪5.18 B‬ USD,4.42%,8.28,20.62 USD,‪702.00 M‬ USD,‪5.41 B‬ USD,‪28.12 M‬,0.72,‪13.01 K‬,−289 −2.17%,‪415.76 K‬ USD,‪53.98 K‬ USD,Consumer Services,Broadcasting,Perry A. Sook,nexstar.tv,Irving,1996,BBG000DZJVH0
NXT,Nextracker Inc.,"≈
August 1",Q1 2025,,,"≈
August 1",Q1 2025,1.02 USD,‪828.55 M‬ USD,,,,,‪8.58 B‬ USD,,17.01,3.55 USD,,,,,,,
NXTC,"NextCure, Inc.","≈
July 31",Q2 2025,−0.39 USD,0.00 USD,‪15.42 M‬ USD,—,—,−1.7694 USD,‪−55.65 M‬ USD,0.00 USD,‪21.44 M‬,0.46,43,−39 −47.56%,0.00 USD,‪−1.29 M‬ USD,Health Technology,Pharmaceuticals: Major,Michael S. Richman,nextcure.com,Beltsville,2015,BBG00BTH5153
NXTT,Next Technology Holding Inc.,‪593.32 M‬ USD,,0.60,2.27 USD,6,0,‪300.00 K‬ USD,‪3.59 M‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
NXXT,"NextNRG, Inc.",—,,—,—,‪357.86 M‬ USD,—,—,−5.64 USD,‪−16.19 M‬ USD,‪27.77 M‬ USD,‪22.62 M‬,1.19,163,,‪170.37 K‬ USD,‪−99.32 K‬ USD,Technology Services,Packaged Software,Michael D. Farkas,ezfl.com,Miami,2019,BBG01191Q513
NYT,New York Times Company (The),—,,0.52 USD,—,‪9.01 B‬ USD,1.29%,30.34,1.85 USD,‪293.82 M‬ USD,‪2.59 B‬ USD,‪159.47 M‬,0.52,‪5.9 K‬,,‪438.29 K‬ USD,‪49.80 K‬ USD,Consumer Services,Publishing: Newspapers,Meredith Kopit Levien,nytco.com,New York,1851,BBG000FFC0B3
OABI,"OmniAb, Inc.",—,,—,—,‪183.50 M‬ USD,—,—,−0.59 USD,‪−62.03 M‬ USD,‪26.39 M‬ USD,‪97.63 M‬,1.38,114,,‪231.50 K‬ USD,‪−544.15 K‬ USD,Commercial Services,Miscellaneous Commercial Services,Matthew William Foehr,omniab.com,Emeryville,2015,BBG011J3QM39
OACC,Oaktree Acquisition Corp. III Life Sciences,‪258.86 M‬ USD,,—,—,3,0.00 USD,‪443.90 K‬ USD,,,,,,Industry,,,,,,"Q3 '24
Q4 '24
Q1 '25",,,,
OB,This isn't the page you're looking for,,,,,,,,,,,,,,,,,,,,,,,
OBDC,Blue Owl Capital Corporation,—,,—,—,‪7.53 B‬ USD,10.07%,9.50,1.55 USD,‪594.98 M‬ USD,‪1.51 B‬ USD,‪483.75 M‬,0.69,Industry,,,,,,"Q2 '24
Q3 '24
Q4 '24
Q1 '25
Q2 '25",,,,
OBIO,"Orchestra BioMed Holdings, Inc.",—,,—,—,‪126.81 M‬ USD,—,—,−1.77 USD,‪−61.02 M‬ USD,‪2.64 M‬ USD,‪26.69 M‬,2.22,70,,‪37.69 K‬ USD,‪−871.77 K‬ USD,Health Technology,Medical Specialties,David P. Hochman,orchestrabiomed.com,New Hope,2020,BBG00W5FR2T5
OBK,"Origin Bancorp, Inc.","≈
July 23",Q2 2025,0.77 USD,‪97.54 M‬ USD,‪1.10 B‬ USD,1.72%,14.33,2.45 USD,‪76.49 M‬ USD,‪615.22 M‬ USD,‪28.18 M‬,1.10,‪1.03 K‬,−10 −0.96%,‪596.72 K‬ USD,‪74.19 K‬ USD,Finance,Regional Banks,Drake D. Mills,origin.bank,Ruston,1991,BBG000BFNLP4
OBLG,Oblong Inc.,—,,—,—,‪4.11 M‬ USD,—,—,−14.38 USD,‪−4.04 M‬ USD,‪2.38 M‬ USD,‪1.07 M‬,2.04,7,−14 −66.67%,‪339.71 K‬ USD,‪−577.57 K‬ USD,Electronic Technology,Computer Communications,Peter J. Holst,oblong.com,Denver,2000,BBG000M1B3Z5
OBT,"Orange County Bancorp, Inc.",—,,—,—,‪321.45 M‬ USD,2.14%,10.21,2.41 USD,‪27.88 M‬ USD,‪143.20 M‬ USD,‪9.77 M‬,0.85,225,,‪636.44 K‬ USD,‪123.92 K‬ USD,Finance,Regional Banks,Michael J. Gilfeather,orangebanktrust.com,Middletown,1892,BBG000BFXZH1
OC,Owens Corning Inc,"≈
July 23",Q2 2025,3.81 USD,‪2.70 B‬ USD,‪11.86 B‬ USD,2.01%,49.23,2.85 USD,‪647.00 M‬ USD,‪10.97 B‬ USD,‪84.16 M‬,1.21,‪25 K‬,,‪439.00 K‬ USD,‪25.88 K‬ USD,Process Industries,Containers/Packaging,Brian D. Chambers,owenscorning.com,Toledo,1938,BBG000M44VW8
OCC,Optical Cable Corporation,‪23.12 M‬ USD,,—,−0.38 USD,339,+12 +3.67%,‪196.68 K‬ USD,‪−12.42 K‬ USD,,,,,Industry,,,,,,"Q2 '24
Q3 '24
Q4 '24
Q1 '25
Q2 '25",,,,
OCFC,OceanFirst Financial Corp.,—,,0.34 USD,—,‪1.02 B‬ USD,4.61%,11.36,1.53 USD,‪100.06 M‬ USD,‪688.08 M‬ USD,‪56.40 M‬,1.10,‪1.03 K‬,,‪667.39 K‬ USD,‪97.06 K‬ USD,Finance,Savings Banks,Christopher D. Maher,oceanfirst.com,Red Bank,1995,BBG000GYLFT9
OCG,Oriental Culture Holding LTD,‪124.20 M‬ USD,,—,−0.31 USD,33,−19 −36.54%,‪18.87 K‬ USD,‪−73.74 K‬ USD,,,,,Industry,−19 −36.54%,,,,,"H2 '22
H1 '23
H2 '23
H1 '24
H2 '24",,,,
OCGN,"Ocugen, Inc.",—,,—,—,‪318.31 M‬ USD,—,—,−0.19 USD,‪−54.05 M‬ USD,‪4.05 M‬ USD,‪286.77 M‬,1.46,95,,‪42.68 K‬ USD,‪−568.99 K‬ USD,Health Technology,Pharmaceuticals: Major,Shankar Musunuri,ocugen.com,Malvern,2013,BBG00194VJB1
OCS,Oculis Holding AG,—,,−0.54 USD,‪216.22 K‬ USD,‪1.08 B‬ USD,—,—,−2.65 USD,‪−97.40 M‬ USD,0.00 USD,‪30.77 M‬,0.45,49,,0.00 USD,‪−1.99 M‬ USD,Health Technology,Pharmaceuticals: Major,Riad Sherif,oculis.com,Zug,2016,CH1242303498
OCSL,Oaktree Specialty Lending Corporation,—,,0.47 USD,—,‪1.27 B‬ USD,13.15%,112.36,0.13 USD,‪57.91 M‬ USD,‪245.31 M‬ USD,‪87.68 M‬,0.56,Industry,,,,,,"Q3 '24
Q4 '24
Q1 '25
Q2 '25
Q3 '25",,,,
OCTO,Eightco Holdings Inc.,‪4.05 M‬ USD,,—,−1.06 USD,23,+1 +4.55%,‪1.72 M‬ USD,‪12.60 K‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
OCUL,"Ocular Therapeutix, Inc.","≈
August 11",Q2 2025,−0.35 USD,‪13.56 M‬ USD,‪1.45 B‬ USD,—,—,−1.15 USD,‪−193.51 M‬ USD,‪63.72 M‬ USD,‪133.73 M‬,1.54,274,,‪232.57 K‬ USD,‪−706.23 K‬ USD,Health Technology,Pharmaceuticals: Major,Pravin U. Dugel,ocutx.com,Bedford,2006,BBG001J1BZV0
OCX,Oncocyte Corporation,"≈
August 7",Q2 2025,−0.23 USD,‪291.95 K‬ USD,‪79.51 M‬ USD,—,—,−3.53 USD,‪−60.66 M‬ USD,‪1.88 M‬ USD,‪20.06 M‬,0.11,49,,‪38.39 K‬ USD,‪−1.24 M‬ USD,Health Technology,Biotechnology,Joshua Riggs,oncocyte.com,Irvine,2009,BBG008P5VFV1
ODC,Oil-Dri Corporation Of America,‪789.28 M‬ USD,,17.21,3.66 USD,949,+65 +7.35%,‪461.10 K‬ USD,‪39.26 K‬ USD,,,,,Industry,,,,,,"Q3 '24
Q4 '24
Q1 '25
Q2 '25
Q3 '25",,,,
ODD,ODDITY Tech Ltd.,—,,0.84 USD,‪237.86 M‬ USD,‪3.94 B‬ USD,—,44.58,1.86 USD,‪101.49 M‬ USD,‪647.04 M‬ USD,‪31.07 M‬,1.43,489,,‪1.32 M‬ USD,‪207.55 K‬ USD,Technology Services,Packaged Software,Oran Holtzman,oddity.com,Tel Aviv,2013,IL0011974909
ODFL,"Old Dominion Freight Line, Inc.",—,,,,—,—,1.30 USD,‪1.43 B‬ USD,,,,,‪35.43 B‬ USD,‪−1.01 K‬ −4.40%,30.06,5.36 USD,,,,,,,
ODP,The ODP Corporation,—,,—,—,‪542.09 M‬ USD,—,—,−0.88 USD,‪89.00 M‬ USD,‪6.99 B‬ USD,‪27.68 M‬,0.78,‪19 K‬,‪−1 K‬ −5.00%,‪367.89 K‬ USD,‪5.58 K‬ USD,Retail Trade,Specialty Stores,Gerry P. Smith,theodpcorp.com,Boca Raton,1986,BBG00R24W7X2
ODYS,Odysight.ai Inc.,—,,—,—,‪84.52 M‬ USD,—,—,−1.02 USD,‪−11.77 M‬ USD,‪3.96 M‬ USD,‪9.65 M‬,−0.31,61,,‪64.98 K‬ USD,‪−192.90 K‬ USD,Consumer Durables,Electronics/Appliances,Yehu Ofer,scoutcam.com,Omer,2013,BBG004MPKJ98
OEC,Orion S.A.,—,,—,—,‪669.05 M‬ USD,0.71%,25.47,0.46 USD,‪44.20 M‬ USD,‪1.88 B‬ USD,‪54.52 M‬,1.08,‪1.66 K‬,,‪1.13 M‬ USD,‪26.66 K‬ USD,Process Industries,Chemicals: Specialty,Corning F. Painter,orioncarbons.com,Luxembourg,2011,LU1092234845
OESX,"Orion Energy Systems, Inc.",—,,−0.05 USD,—,‪19.53 M‬ USD,—,—,−0.2219 USD,‪−11.67 M‬ USD,‪90.58 M‬ USD,‪30.33 M‬,0.69,260,−5 −1.89%,‪348.39 K‬ USD,‪−44.89 K‬ USD,Electronic Technology,Semiconductors,Sally A. Washlow,orionlighting.com,Manitowoc,1996,BBG000CX3LB1
OFAL,OFA Group,Industrial Services,,,,,,,,,,,,,,,,,,,,,,
OFG,OFG Bancorp,—,,—,—,‪1.88 B‬ USD,2.87%,10.01,4.20 USD,‪198.17 M‬ USD,‪871.20 M‬ USD,‪44.26 M‬,0.94,‪2.25 K‬,−2 −0.09%,‪387.89 K‬ USD,‪88.23 K‬ USD,Finance,Major Banks,José Rafael Fernández Martinez,ofgbancorp.com,San Juan,1964,BBG000F5VMF2
OFIX,Orthofix Medical Inc.,—,,−0.31 USD,—,‪453.13 M‬ USD,—,—,−3.70 USD,‪−126.00 M‬ USD,‪799.49 M‬ USD,‪37.53 M‬,0.97,‪1.62 K‬,−18 −1.10%,‪494.73 K‬ USD,‪−77.97 K‬ USD,Health Technology,Medical Specialties,Massimo Calafiore,orthofix.com,Lewisville,1987,BBG000G1C210
OFLX,"Omega Flex, Inc.",‪321.71 M‬ USD,,20.14,1.72 USD,175,+7 +4.17%,‪581.03 K‬ USD,‪102.94 K‬ USD,,,,,Industry,,,,,,,,,,
OFS,OFS Capital Corporation,"≈
August 1",Q2 2025,0.24 USD,‪10.00 M‬ USD,‪119.41 M‬ USD,15.54%,3.88,2.25 USD,‪28.44 M‬ USD,‪30.85 M‬ USD,‪13.32 M‬,0.16,53,,‪582.11 K‬ USD,‪536.64 K‬ USD,Miscellaneous,Investment Trusts/Mutual Funds,Bilal Rashid,ofscapital.com,Chicago,2001,BBG000R3NQ37
OGE,OGE Energy Corp,—,,0.57 USD,—,‪8.86 B‬ USD,3.80%,18.40,2.42 USD,‪441.50 M‬ USD,‪2.99 B‬ USD,‪200.33 M‬,0.36,‪2.29 K‬,−38 −1.63%,‪1.30 M‬ USD,‪192.71 K‬ USD,Utilities,Electric Utilities,Robert Sean Trauschke,oge.com,Oklahoma City,1995,BBG000BQGLS5
OGEN,Oragenics Inc.,—,,—,—,‪4.30 M‬ USD,—,—,−1.27 USD,‪−10.57 M‬ USD,0.00 USD,‪673.45 K‬,2.25,3,−2 −40.00%,0.00 USD,‪−3.52 M‬ USD,Health Technology,Pharmaceuticals: Major,Janet Huffman,oragenics.com,Sarasota,1996,BBG000PTF8K2
OGN,Organon & Co.,—,,0.94 USD,‪1.55 B‬ USD,‪2.62 B‬ USD,0.82%,3.38,2.91 USD,‪864.00 M‬ USD,‪6.40 B‬ USD,‪258.99 M‬,0.26,‪10 K‬,,‪640.30 K‬ USD,‪86.40 K‬ USD,Health Technology,Pharmaceuticals: Major,Kevin Ali,organon.com,Jersey City,2020,BBG00ZQRGW24
OGS,"ONE Gas, Inc.",—,,—,—,‪4.41 B‬ USD,3.64%,17.74,4.16 USD,‪222.85 M‬ USD,‪2.08 B‬ USD,‪59.12 M‬,0.24,‪3.9 K‬,,‪534.25 K‬ USD,‪57.14 K‬ USD,Utilities,Gas Distributors,Robert Sid McAnnally,onegas.com,Tulsa,1906,BBG004WQKD07
OI,"O-I Glass, Inc.",—,,0.40 USD,—,‪2.11 B‬ USD,—,—,−1.26 USD,‪−106.00 M‬ USD,‪6.53 B‬ USD,‪150.90 M‬,0.87,‪21 K‬,‪−2 K‬ −8.70%,‪311.00 K‬ USD,‪−5.05 K‬ USD,Process Industries,Containers/Packaging,Gordon J. Hardie,o-i.com,Perrysburg,1929,BBG00R2JZG39
OII,"Oceaneering International, Inc.",—,,—,—,‪2.04 B‬ USD,—,11.34,1.81 USD,‪147.47 M‬ USD,‪2.66 B‬ USD,‪98.63 M‬,1.40,‪10.4 K‬,,‪255.88 K‬ USD,‪14.18 K‬ USD,Producer Manufacturing,Industrial Machinery,Roderick A. Larson,oceaneering.com,Houston,1969,BBG000CPBCL8
OIS,"Oil States International, Inc.",—,,—,—,‪298.83 M‬ USD,—,53.75,0.09 USD,‪−11.26 M‬ USD,‪692.59 M‬ USD,‪57.30 M‬,1.55,‪2.44 K‬,−313 −11.37%,‪283.96 K‬ USD,‪−4.62 K‬ USD,Industrial Services,Oilfield Services/Equipment,Cynthia B. Taylor,oilstatesintl.com,Houston,1995,BBG000BDDN94
OKE,"ONEOK, Inc.",—,,—,—,‪50.67 B‬ USD,5.08%,15.95,5.14 USD,‪3.04 B‬ USD,‪21.64 B‬ USD,‪623.29 M‬,1.04,‪5.18 K‬,,‪4.18 M‬ USD,‪586.25 K‬ USD,Industrial Services,Oil & Gas Pipelines,Pierce H. Norton,oneok.com,Tulsa,1906,BBG000BQHGR6
OKLO,Oklo Inc.,—,,—,—,‪7.55 B‬ USD,—,—,−5.40 USD,‪−73.62 M‬ USD,0.00 USD,‪101.35 M‬,2.61,113,,0.00 USD,‪−651.47 K‬ USD,Producer Manufacturing,Industrial Machinery,Jacob DeWitte,oklo.com,Santa Clara,2013,BBG0112CBLW3
OKTA,"Okta, Inc.",—,,—,—,‪17.72 B‬ USD,—,163.14,0.76 USD,‪28.00 M‬ USD,‪2.61 B‬ USD,‪166.22 M‬,1.13,‪5.91 K‬,,‪441.33 K‬ USD,‪4.73 K‬ USD,Technology Services,Packaged Software,Todd McKinnon,okta.com,San Francisco,2009,BBG001YV1SM4
OKUR,"OnKure Therapeutics, Inc.",—,,—,—,‪38.77 M‬ USD,—,—,−5.84 USD,‪−52.67 M‬ USD,0.00 USD,‪7.19 M‬,1.37,46,,0.00 USD,‪−1.15 M‬ USD,Health Technology,Pharmaceuticals: Major,Nicholas A. Saccomano,onkuretherapeutics.com,Boulder,BBG00JVRSRC1,
OLB,"The OLB Group, Inc.",—,,—,—,‪6.35 M‬ USD,—,—,−5.19 USD,‪−11.22 M‬ USD,‪12.84 M‬ USD,‪1.86 M‬,1.48,15,−11 −42.31%,‪855.93 K‬ USD,‪−748.33 K‬ USD,Technology Services,Internet Software/Services,Ronny Yakov,olb.com,New York,2004,BBG000BF01T9
OLED,Universal Display Corporation,"≈
July 31",Q2 2025,1.19 USD,‪161.64 M‬ USD,‪7.65 B‬ USD,1.15%,32.41,4.82 USD,‪221.55 M‬ USD,‪647.68 M‬ USD,‪43.54 M‬,1.81,468,,‪1.38 M‬ USD,‪473.40 K‬ USD,Electronic Technology,Electronic Production Equipment,Steven V. Abramson,oled.com,Ewing,1985,BBG000BLRP41
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",—,,—,—,‪6.95 B‬ USD,—,36.71,3.28 USD,‪199.76 M‬ USD,‪2.27 B‬ USD,‪61.15 M‬,0.77,‪12.8 K‬,,‪177.48 K‬ USD,‪15.61 K‬ USD,Retail Trade,Department Stores,Eric van der Valk,ollies.us,Harrisburg,1982,BBG0098VVDT9
OLMA,"Olema Pharmaceuticals, Inc.",—,,—,—,‪305.16 M‬ USD,—,—,−1.95 USD,‪−129.47 M‬ USD,0.00 USD,‪52.12 M‬,2.01,96,,0.00 USD,‪−1.35 M‬ USD,Health Technology,Pharmaceuticals: Major,Sean P. Bohen,olema.com,San Francisco,2006,BBG00T5JMRT4
OLN,Olin Corporation,—,,—,—,‪2.51 B‬ USD,3.79%,41.64,0.52 USD,‪108.60 M‬ USD,‪6.54 B‬ USD,‪114.64 M‬,1.37,‪7.68 K‬,,‪852.02 K‬ USD,‪14.15 K‬ USD,Process Industries,Industrial Specialties,Kenneth T. Lane,olin.com,Clayton,1892,BBG000BQHTV3
OLO,Olo Inc.,—,,—,—,‪1.46 B‬ USD,—,509.71,0.02 USD,‪−897.00 K‬ USD,‪284.94 M‬ USD,‪112.10 M‬,0.88,617,−66 −9.66%,‪461.81 K‬ USD,‪−1.45 K‬ USD,Technology Services,Packaged Software,Noah H. Glass,olo.com,New York,2005,BBG00ZCX6Z93
OLPX,"Olaplex Holdings, Inc.",—,,0.01 USD,—,‪895.67 M‬ USD,—,72.68,0.02 USD,‪19.52 M‬ USD,‪422.67 M‬ USD,‪122.44 M‬,1.32,231,−2 −0.86%,‪1.83 M‬ USD,‪84.51 K‬ USD,Consumer Non-Durables,Household/Personal Care,Amanda G. Baldwin,olaplex.com,Santa Barbara,2014,BBG012BV9SK0
OM,"Outset Medical, Inc.","≈
July 30",Q2 2025,−0.98 USD,‪29.41 M‬ USD,‪376.69 M‬ USD,—,—,−29.22 USD,‪−127.98 M‬ USD,‪113.69 M‬ USD,‪17.20 M‬,1.61,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
OMC,Omnicom Group Inc.,—,,—,—,‪13.94 B‬ USD,3.64%,10.53,7.39 USD,‪1.48 B‬ USD,‪15.69 B‬ USD,‪192.74 M‬,0.82,‪74.9 K‬,‪−1 K‬ −1.32%,‪209.47 K‬ USD,‪19.77 K‬ USD,Commercial Services,Advertising/Marketing Services,John D. Wren,omnicomgroup.com,New York,1944,BBG000BS9489
OMCC,Old Market Capital Corporation,‪35.41 M‬ USD,,—,−0.60 USD,7,−9 −56.25%,‪3.18 M‬ USD,‪−2.97 M‬ USD,,,,,Industry,−9 −56.25%,,,,,,,,,
OMCL,"Omnicell, Inc.",—,,—,—,‪1.45 B‬ USD,—,61.53,0.46 USD,‪12.53 M‬ USD,‪1.11 B‬ USD,‪45.28 M‬,0.15,‪3.67 K‬,,‪303.06 K‬ USD,‪3.41 K‬ USD,Technology Services,Information Technology Services,Randall A. Lipps,omnicell.com,Fort Worth,1992,BBG000BTNGZ4
OMDA,"Omada Health, Inc.",‪1.26 B‬ USD,,—,−0.67 USD,Industry,,,,,,,,Revenue to profit conversion,,,,,,,,,,
OMER,Omeros Corporation,—,,—,—,‪220.89 M‬ USD,—,—,−2.64 USD,‪−156.81 M‬ USD,0.00 USD,‪55.98 M‬,0.26,202,,0.00 USD,‪−904.10 K‬ USD,Health Technology,Pharmaceuticals: Major,Gregory A. Demopulos,omeros.com,Seattle,1994,BBG000JLP4B4
OMEX,"Odyssey Marine Exploration, Inc.",—,Q2 2025,—,—,‪32.75 M‬ USD,—,—,0.73 USD,‪15.66 M‬ USD,‪768.68 K‬ USD,‪27.48 M‬,2.92,11,,‪69.88 K‬ USD,‪1.42 M‬ USD,Process Industries,Agricultural Commodities/Milling,Mark D. Gordon,odysseymarine.com,Tampa,1994,BBG000JJVJF5
OMF,"OneMain Holdings, Inc.",—,,—,—,‪6.29 B‬ USD,7.87%,11.29,4.74 USD,‪509.00 M‬ USD,‪5.72 B‬ USD,‪118.20 M‬,1.47,‪9 K‬,−100 −1.10%,‪635.78 K‬ USD,‪56.56 K‬ USD,Finance,Finance/Rental/Leasing,Douglas H. Shulman,onemainfinancial.com,Evansville,2013,BBG005497GZ3
OMH,Ohmyhome Limited,‪15.51 M‬ USD,,—,—,108,−4 −3.57%,‪75.42 K‬ USD,‪−30.04 K‬ USD,,,,,Industry,−4 −3.57%,,,,,,,,,
OMI,"Owens & Minor, Inc.",—,,—,—,‪607.55 M‬ USD,—,—,−4.74 USD,‪−362.69 M‬ USD,‪10.70 B‬ USD,‪73.57 M‬,0.06,‪23.2 K‬,,‪461.24 K‬ USD,‪−15.63 K‬ USD,Health Technology,Medical Specialties,Edward A. Pesicka,owens-minor.com,Henrico County,1882,BBG000CTV5F0
OMSE,OMS Energy Technologies Inc.,‪352.32 M‬ USD,,—,—,637,+99 +18.40%,‪284.85 K‬ USD,‪124.59 K‬ USD,,,,,Industry,,,,,,"2022
2023",,,,
ON,ON Semiconductor Corporation,—,,,,—,—,—,‪1.45 B‬ USD,,,,,‪22.50 B‬ USD,‪−3.61 K‬ −11.99%,34.80,1.47 USD,,,,,,,
ONB,Old National Bancorp,—,,0.51 USD,—,‪7.98 B‬ USD,2.53%,12.88,1.73 USD,‪539.19 M‬ USD,‪2.96 B‬ USD,‪323.75 M‬,1.29,‪4.07 K‬,,‪727.19 K‬ USD,‪132.61 K‬ USD,Finance,Major Banks,James C. Ryan,oldnational.com,Evansville,1982,BBG000KFW1C2
ONCO,"Onconetix, Inc.",—,,—,—,‪3.54 M‬ USD,—,—,−51.3151 USD,‪−58.69 M‬ USD,‪2.52 M‬ USD,‪28.64 M‬,2.50,7,−16 −69.57%,‪360.59 K‬ USD,‪−8.38 M‬ USD,Health Technology,Pharmaceuticals: Major,Karina M. Fedasz,onconetix.com,Cincinnati,2018,BBG00PNSYQJ2
ONDS,Ondas Holdings Inc.,—,,—,—,‪230.88 M‬ USD,—,—,−0.58 USD,‪−38.01 M‬ USD,‪7.19 M‬ USD,‪121.13 M‬,1.23,124,,‪58.01 K‬ USD,‪−306.51 K‬ USD,Electronic Technology,Telecommunications Equipment,Eric Ashley Brock,ondas.com,Boston,2014,BBG009HYYCD9
ONEG,OneConstruction Group Limited,‪45.63 M‬ USD,,—,—,14,+5 +55.56%,‪579.34 K‬ USD,‪16.15 K‬ USD,,,,,Industry,,,,,,"2022
2023",,,,
ONEW,OneWater Marine Inc.,—,,—,—,‪252.04 M‬ USD,—,—,−0.46 USD,‪−5.71 M‬ USD,‪1.77 B‬ USD,‪12.16 M‬,1.59,‪2.2 K‬,−116 −5.00%,‪804.64 K‬ USD,‪−2.59 K‬ USD,Retail Trade,Specialty Stores,Philip Austin Singleton,onewatermarine.com,Buford,2019,BBG00PPXGH18
ONFO,Onfolio Holdings Inc.,—,,—,—,‪5.28 M‬ USD,—,—,−0.4506 USD,‪−1.77 M‬ USD,‪7.86 M‬ USD,‪3.33 M‬,0.12,52,,‪151.19 K‬ USD,‪−33.97 K‬ USD,Technology Services,Packaged Software,Dominic Wells,onfolio.com,Wilmington,2020,BBG016NPKTM4
